Employer_Name,EIN,State,Participants,Plan_Year,Plan_Name,Self_Insured,Market_Segment
SULZER PUMPS (US) INC.,943007659,TX,712.0,2024,SULZER PUMPS (US) INC. RETIREMENT PLAN,Y,Mid-Market (500-5K)
EDUCATIONAL EMPLOYEES CREDIT UNION,941031345,CA,712.0,2024,EDUCATIONAL EMPLOYEES CREDIT UNION 401(K) PLAN,Y,Mid-Market (500-5K)
"LUMINIS HEALTH DOCTORS COMMUNITY MEDICAL CENTER, INC.",521638026,MD,712.0,2024,DOCTORS COMMUNITY HOSPITAL CASH BALANCE PENSION PLAN AND TRUST,Y,Mid-Market (500-5K)
"BYRNE ELECTRICAL SPECIALISTS, INC.",381948223,MI,712.0,2024,"BYRNE ELECTRICAL SPECIALISTS, INC. RETIREMENT SAVINGS PLAN",Y,Mid-Market (500-5K)
"RGBSI, INC.",383341344,MI,712.0,2024,RAPID GLOBAL BUSINESS 401(K) PROFIT SHARING PLAN,Y,Mid-Market (500-5K)
"SOFT COMPUTER CONSULTANTS, INC.",112618085,FL,712.0,2024,NEW HORIZONS 401(K) PLAN,Y,Mid-Market (500-5K)
"OX PAPER TUBE & CORE, LLC",465660730,PA,711.0,2024,OX INDUSTRIES 401(K) PLAN,Y,Mid-Market (500-5K)
TERRAN ORBITAL CORPORATION,473509064,FL,711.0,2024,TERRAN ORBITAL CORPORATION 401(K) PROFIT SHARING PLAN & TRUST,Y,Mid-Market (500-5K)
"SMILEY BROTHERS, INC.",141506387,NY,711.0,2024,"SMILEY BROTHERS, INC. 401(K) PLAN",Y,Mid-Market (500-5K)
"COVENANT HEALTHCARE, LLC",621661592,WI,711.0,2024,DOVE HEALTHCARE OF EAU CLAIRE 401(K) SAVINGS PLAN,Y,Mid-Market (500-5K)
RSD - TOTAL CONTROL,951262130,CA,711.0,2024,REFRIGERATION SUPPLIES DISTRIBUTOR DEFINED CONTRIBUTION RETIREMENT PLAN & TRUST,Y,Mid-Market (500-5K)
PACIFIC HIDE AND FUR DEPOT,810246538,MT,711.0,2024,PACIFIC HIDE AND FUR DEPOT HEALTH INSURANCE PLAN,Y,Mid-Market (500-5K)
CHARTWAY FEDERAL CREDIT UNION,540674620,VA,711.0,2024,CHARTWAY FEDERAL CREDIT UNION 401(K) RETIREMENT SAVINGS PLAN,Y,Mid-Market (500-5K)
TALOS ENERGY OPERATING COMPANY LLC,900791480,TX,711.0,2024,TALOS ENERGY 401(K) PLAN,Y,Mid-Market (500-5K)
"BOARD OF TRUSTEES, IBEW LOCAL 684 PENSION TRUST",946442909,CA,711.0,2024,IBEW LOCAL 684 PENSION TRUST,Y,Mid-Market (500-5K)
OURISMAN FAIRFAX TOYOTA,541511693,VA,711.0,2024,OURISMAN FAIRFAX TOYOTA 401(K) PLAN,Y,Mid-Market (500-5K)
"PREMIER ORTHOPAEDIC AND SPORTS MEDICINE ASSOCIATES, LTD.",232866529,PA,710.0,2024,PREMIER ORTHOPAEDIC AND SPORTS MEDICINE ASSOCIATES LTD. 401K PROFIT SHARING PLAN,Y,Mid-Market (500-5K)
OLEAN GENERAL HOSPITAL,160743102,NY,710.0,2024,BRADFORD HOSPITAL RETIREMENT PLAN,Y,Mid-Market (500-5K)
"INTEGRATED HOME CARE ACQUISITIONS,",474693271,FL,710.0,2024,INTEGRATED HOME CARE SERVICES 401(K) PLAN,Y,Mid-Market (500-5K)
GOODWILL INDUSTRIES OF THE INLAND NORTHWEST,910597006,WA,710.0,2024,GOODWILL INDUSTRIES EMPLOYEE SAVINGS PLAN,Y,Mid-Market (500-5K)
"LA POSADA AT PARK CENTRE, INC.",860828160,AZ,710.0,2024,LA POSADA EMPLOYEE SAVINGS AND RETIREMENT PLAN,Y,Mid-Market (500-5K)
THE AMERICAN NATIONAL BANK OF TEXAS,751747054,TX,710.0,2024,THE AMERICAN NATIONAL BANK OF TEXAS EMPLOYEE STOCK OWNERSHIP PLAN,Y,Mid-Market (500-5K)
"MOMENTUMONE, LLC",874006582,NJ,710.0,2024,"MOMENTUM TECHNOLOGIES, INC. PENSION PLAN",Y,Mid-Market (500-5K)
COQUILLE INDIAN TRIBE,931073003,OR,710.0,2024,NASOMAH HEALTH GROUP,Y,Mid-Market (500-5K)
JEWISH FEDERATION OF METROPOLITAN DETROIT,381359214,MI,709.0,2024,JEWISH FEDERATION OF METROPOLITAN DETROIT 403(B) PLAN,Y,Mid-Market (500-5K)
MATHER,362233542,IL,709.0,2024,401(K) RETIREMENT PLAN FOR EMPLOYEES OF MATHER,Y,Mid-Market (500-5K)
"EXECUTIVE FLIGHT SERVICES, LLC",450486386,KS,709.0,2024,AIRSHARE 401(K) PLAN,Y,Mid-Market (500-5K)
FRONTIER COOPERATIVE,203013069,IA,709.0,2024,FRONTIER COOPERATIVE 401(K) PLAN,Y,Mid-Market (500-5K)
PACKSIZE LLC,261241626,UT,709.0,2024,PACKSIZE 401(K) PLAN,Y,Mid-Market (500-5K)
DIGITAL TURBINE INC.,222267658,NC,709.0,2024,DIGITAL TURBINE INC. 401(K) PLAN,Y,Mid-Market (500-5K)
BLUE JAY TRANSIT INC.,992059684,FL,709.0,2024,BLUE JAY TRANSIT INC 401(K),Y,Mid-Market (500-5K)
BRIDGE HOUSING CORPORATION,942827909,CA,709.0,2024,BRIDGE HOUSING CORPORATION 403(B) RETIREMENT PLAN,Y,Mid-Market (500-5K)
TEKION CORP,811354314,CA,709.0,2024,TEKION 401(K) PLAN,Y,Mid-Market (500-5K)
MECHANICAL CONTRACTORS UA LOCAL 119 PENSION PLAN,636055121,AL,709.0,2024,MECHANICAL CONTRACTORS UA LOCAL 119 PENSION PLAN,Y,Mid-Market (500-5K)
CAHABA MEDICAL CARE FOUNDATION,273605364,AL,709.0,2024,CAHABA MEDICAL CARE FOUNDATION 401K PLAN,Y,Mid-Market (500-5K)
AMERICAN UNIVERSITY,530196549,DC,709.0,2024,AMERICAN UNIVERSITY FLEXIBLE SPENDING ACCOUNT PLAN,Y,Mid-Market (500-5K)
"ACTION GYPSUM SUPPLY, LP",412089864,TX,709.0,2024,"ACTION GYPSUM SUPPLY, LP 401(K) PLAN",Y,Mid-Market (500-5K)
"TKG-STORAGEMART PARTNERS, LP",431865110,MO,708.0,2024,STORAGE MART 401(K) PLAN,Y,Mid-Market (500-5K)
"GULF STREAM MARINE, INC.",760327304,TX,708.0,2024,"GULF STREAM MARINE, INC. 401(K) PLAN",Y,Mid-Market (500-5K)
"APPLE VALLEY WASTE SERVICES, INC.",273840400,WV,708.0,2024,AVW-GME 401(K) PLAN,Y,Mid-Market (500-5K)
"FRANKLIN MOUNTAIN MANAGEMENT, LLC",261802503,TX,708.0,2024,"FRANKLIN MOUNTAIN MANAGEMENT, LLC 401(K) PLAN",Y,Mid-Market (500-5K)
"ANTEA USA, INC.",411561791,MN,708.0,2024,"ANTEA USA, INC. PROFIT SHARING 401(K) THRIFT PLAN",Y,Mid-Market (500-5K)
MYMICHIGAN HEALTH,382459948,MI,708.0,2024,MYMICHIGAN HEALTH PENSION PLAN FOR ARMC EMPLOYEES,Y,Mid-Market (500-5K)
RICHARDS BUILDING SUPPLY CO.,362958463,IL,708.0,2024,RICHARDS BUILDING SUPPLY CO. PROFIT SHARING PLAN,Y,Mid-Market (500-5K)
"CRYE-LEIKE, INC.",620989110,TN,708.0,2024,"CRYE-LEIKE, INC. 401(K) PLAN",Y,Mid-Market (500-5K)
"CHICAGO WHITE SOX, LTD.",363106589,IL,708.0,2024,MAJOR LEAGUE BASEBALL PENSION PLAN FOR NON-UNIFORMED PERSONNEL,Y,Mid-Market (500-5K)
"TOTO USA, INC.",581967262,GA,708.0,2024,"TOTO USA, INC. 401(K) RETIREMENT PLAN",Y,Mid-Market (500-5K)
PACIFICA OF THE VALLEY CORPORATION DBA,330737312,CA,708.0,2024,PACIFICA HOSPITAL OF THE VALLEY 401(K) PLAN,Y,Mid-Market (500-5K)
"DEFI AUTO, LLC",232765520,TX,708.0,2024,"DEFI AUTO, LLC 401(K) PLAN",Y,Mid-Market (500-5K)
LEWIS MANAGEMENT CORP.,472958500,CA,708.0,2024,LEWIS MANAGEMENT CORP. 401(K) PLAN,Y,Mid-Market (500-5K)
"PIEDMONT PLASTIC SURGERY & DERMATOLOGY, P.A",561881165,NC,708.0,2024,"PIEDMONT PLASTIC SURGERY, P.A. 401(K) PLAN",Y,Mid-Market (500-5K)
"KLAUSSNER FURNITURE INDUSTRIES, INC.",561264300,NC,707.0,2024,KLAUSSNER RETIREMENT SAVINGS PLAN,Y,Mid-Market (500-5K)
UNITED DAIRY INDUSTRY ASSOCIATION,362702849,IL,707.0,2024,THRIFT AND SAVINGS PLAN SPONSORED BY UNITED DAIRY INDUSTRY ASSOCIATION,Y,Mid-Market (500-5K)
"PINEHURST SURGICAL CLINIC, P.A.",560942061,NC,707.0,2024,"PINEHURST SURGICAL CLINIC, P. A. RETIREMENT AND SAVINGS PLAN",Y,Mid-Market (500-5K)
"M. H. EBY, INC.",231925398,PA,707.0,2024,"M. H. EBY, INC 401(K) PROFIT SHARING PLAN",Y,Mid-Market (500-5K)
PALMER-DONAVIN MANUFACTURING COMPANY,314274980,OH,707.0,2024,THE PALMER-DONAVIN RETIREMENT PLAN,Y,Mid-Market (500-5K)
DOALL COMPANY,362058122,IL,707.0,2024,THE DOALL GROUP PROFIT SHARING PLAN,Y,Mid-Market (500-5K)
"IMPACT HEALTHCARE, LLC",464417642,UT,707.0,2024,"RETIREMENT INCOME SECURITY PLAN-IMPACT HEALTHCARE, LLC",Y,Mid-Market (500-5K)
"DAVE JONES, LLC.",391331145,WI,707.0,2024,"DAVE JONES, LLC 401(K) PLAN",Y,Mid-Market (500-5K)
JEROMES FURNITURE WAREHOUSE,951858201,CA,707.0,2024,JEROME'S FURNITURE WAREHOUSE 401(K) SAVINGS PLAN,Y,Mid-Market (500-5K)
"LOCAL UNION NO. 4, IBEW",436031009,MO,707.0,2024,"LOCAL UNION NO. 4, IBEW PENSION PLAN",Y,Mid-Market (500-5K)
"ASSOCIATED ELECTRIC COOPERATIVE, INC",440662507,MO,706.0,2024,125 PLAN AND SHORT TERM DISABILITY PLAN,Y,Mid-Market (500-5K)
ML HEALTHCARE MANAGEMENT LLC,833582776,TX,706.0,2024,ML HEALTHCARE,Y,Mid-Market (500-5K)
"ALL STAR DODGE, INC.",742547633,LA,706.0,2024,ALL STAR AUTOMOTIVE GROUP 401K RETIREMENT SAVINGS,Y,Mid-Market (500-5K)
UST LOGISTICAL SYSTEMS DBA US TRANSPORT CORPORATION,562149972,SC,706.0,2024,UST LOGISTICAL SYSTEMS 401(K) PROFIT SHARING PLAN AND TRUST,Y,Mid-Market (500-5K)
PLUMBERS & STEAMFITTERS LOCAL 565,550615390,WV,706.0,2024,PLUMBERS & STEAMFITTERS LOCAL 565 PENSION PLAN,Y,Mid-Market (500-5K)
"ADAMS BEVERAGES, LLC",630733351,AL,706.0,2024,ADAMS BEVERAGES 401(K)PLAN,Y,Mid-Market (500-5K)
"ALLIANCE INSPECTION MANAGEMENT, LLC",203539525,CA,706.0,2024,"ALLIANCE INSPECTION MANAGEMENT, LLC 401(K) PLAN",Y,Mid-Market (500-5K)
"NEW ERA CAP, LLC",160770131,NY,706.0,2024,"NEW ERA CAP, LLC SAVINGS & RETIREMENT PLAN FOR MANAGEMENT AND ADMINISTRATIVE EMPLOYEES",Y,Mid-Market (500-5K)
"TRIPLE CROWN CONSULTING, LLC",201368158,TX,706.0,2024,"TRIPLE CROWN CONSULTING, LLC 401(K) PLAN",Y,Mid-Market (500-5K)
"UNIVERSITY ATHLETIC ASSOCIATION, INC.",596002050,FL,705.0,2024,"UNIVERSITY ATHLETIC ASSOCIATION, INC. EMPLOYEES' MONEY PURCHASE PENSION",Y,Mid-Market (500-5K)
ACE ENDICO CORP.,133116470,NY,705.0,2024,ACE ENDICO CORP. 401(K) PLAN,Y,Mid-Market (500-5K)
"LUCCHESE, INC.",752769176,TX,705.0,2024,LUCCHESE INC. EE INVESTMENT PLAN,Y,Mid-Market (500-5K)
"ARIZONA CENTER FOR HEMATOLOGY AND ONCOLOGY, P.L.C.",860930581,AZ,705.0,2024,"ARIZONA CENTER FOR HEMATOLOGY AND ONCOLOGY, P.L.C. PROFIT SHARING PLAN",Y,Mid-Market (500-5K)
"MOORE CAPITAL MANAGEMENT, LP",263319657,NY,705.0,2024,"MOORE CAPITAL MANAGEMENT, LP 401(K) PLAN",Y,Mid-Market (500-5K)
"VICTORY CAPITAL MANAGEMENT, INC.",132700161,OH,705.0,2024,"VICTORY CAPITAL MANAGEMENT, INC. 401(K) SAVINGS PLAN",Y,Mid-Market (500-5K)
"BALTIMORE MEDICAL SYSTEM, INC.",521358241,MD,705.0,2024,"BALTIMORE MEDICAL SYSTEM, INC. TAX SHELTERED ANNUITY PLAN",Y,Mid-Market (500-5K)
TALKIATRY MANAGEMENT SERVICES,843129198,NY,705.0,2024,TALKIATRY MANAGEMENT SERVICES 401(K) PLAN,Y,Mid-Market (500-5K)
"PATIENT SERVICE CENTER, LLC",932641019,PA,705.0,2024,PATIENT SERVICE CENTER LLC SAVINGS PLAN,Y,Mid-Market (500-5K)
JOINT TRUSTEES OF THE EMPLOYER-TEAMSTERS 175 & 505 RETIREE HEALTH FUND,464163407,WV,705.0,2024,EMPLOYER-TEAMSTERS LOCAL UNIONS 175 & 505 RETIREE HEALTH FUND,Y,Mid-Market (500-5K)
LEE'S MARKETPLACE,870372019,UT,704.0,2024,"LEE'S MARKETPLACE, INC. 401(K) PROFIT SHARING PLAN",Y,Mid-Market (500-5K)
"STALLION OILFIELD SERVICES, LTD",743072101,TX,704.0,2024,STALLION OILFIELD SERVICES GROUP HEALTH PROGRAM,Y,Mid-Market (500-5K)
KIJUNG HOSPITALITY GROUP,461290522,CA,704.0,2024,KIJUNG HOSPITALITY GROUP 401K PLAN,Y,Mid-Market (500-5K)
"PESTCO, LLC",872587226,MO,704.0,2024,PESTCO 401(K) PLAN,Y,Mid-Market (500-5K)
LOCAL 210'S LEGAL SERVICES FUND,133516857,NY,704.0,2024,LOCAL 210'S LEGAL SERVICES FUND,Y,Mid-Market (500-5K)
TACOMBI HOLDING NA LLC,800487880,NY,704.0,2024,TACOMBI HOLDINGS NA LLC 401K PLAN,Y,Mid-Market (500-5K)
"PETOSKEY PLASTICS, INC.",381913723,MI,704.0,2024,"PETOSKEY PLASTICS, INC. GOLD MINE 401(K) RETIREMENT SAVINGS PLAN",Y,Mid-Market (500-5K)
"BIOHORIZONS IMPLANT SYSTEMS, INC.",631163766,AL,704.0,2024,"BIOHORIZONS IMPLANT SYSTEMS, INC. 401(K) RETIREMENT PLAN",Y,Mid-Market (500-5K)
STERNE KESSLER GOLDSTEIN & FOX P.L.L.C.,521193988,DC,704.0,2024,STERNE KESSLER GOLDSTEIN & FOX P.L.L.C. 401(K) RETIREMENT SAVINGS PLAN,Y,Mid-Market (500-5K)
"DATALOGIC USA, INC.",160969362,OR,704.0,2024,DATALOGIC 401(K) PLAN,Y,Mid-Market (500-5K)
ARTISAN PARTNERS HOLDINGS LP,391807188,WI,703.0,2024,ARTISAN PARTNERS HOLDINGS LP 401(K) PLAN,Y,Mid-Market (500-5K)
"SIGNATURE MEDICAL GROUP, INC.",431696710,MO,703.0,2024,"SIGNATURE MEDICAL GROUP, INC. 401(K) PROFIT SHARING PLAN",Y,Mid-Market (500-5K)
"KSB GIW, INC.",580912699,GA,703.0,2024,"KSB GIW, INC. RETIREMENT PLAN",Y,Mid-Market (500-5K)
"FRESH MARK, INC.",340565220,OH,703.0,2024,"FRESH MARK, INC. SAVINGS PLAN",Y,Mid-Market (500-5K)
"LACOSTE USA, INC.",510344845,NY,703.0,2024,LACOSTE USA RETIREMENT SAVINGS PLAN,Y,Mid-Market (500-5K)
FOURSQUARE LABS INC.,271463153,CA,703.0,2024,FOURSQUARE LABS INC. 401(K) PLAN,Y,Mid-Market (500-5K)
"NEWTEKONE, INC.",463755188,NY,703.0,2024,"NEWTEKONE, INC. 401K PLAN",Y,Mid-Market (500-5K)
TOTAL VISION LLC,825212710,CA,703.0,2024,TOTAL VISION LLC 401(K) PLAN,Y,Mid-Market (500-5K)
"RETIREMENT LIVING ASSOCIATES, INC.",561691421,NC,703.0,2024,"RETIREMENT LIVING ASSOCIATES, INC. RETIREMENT PLAN",Y,Mid-Market (500-5K)
TRUSTEES OF THE SHEET METAL WORKERS LOCAL 100 (BALTIMORE AREA) ANNUITY,521256774,MD,703.0,2024,SHEET METAL WORKERS LOCAL 100 (BALTIMORE AREA) ANNUITY PLAN AND TRUST,Y,Mid-Market (500-5K)
"IFA ROTORION NORTH AMERICA, LLC",43590499,SC,703.0,2024,"IFA ROTORION NORTH AMERICA, LLC 401(K) PLAN",Y,Mid-Market (500-5K)
"HILCO TRADING, LLC",753222990,IL,703.0,2024,"HILCO TRADING, LLC 401(K) PROFIT SHARING PLAN & TRUST",Y,Mid-Market (500-5K)
DWK LIFE SCIENCES LLC,260164123,NJ,702.0,2024,DWK LIFE SCIENCES LLC 401(K) AND CAPITAL ACCUMULATION PLAN,Y,Mid-Market (500-5K)
MARKETAXESS CORPORATION,954649492,NY,702.0,2024,MARKETAXESS CORPORATION 401(K) PROFIT SHARING PLAN,Y,Mid-Market (500-5K)
"ATLANTIS MANAGEMENT GROUP, LLC",472434812,NY,702.0,2024,"ATLANTIS MANAGEMENT GROUP, LLC 401(K) PROFIT SHARING PLAN",Y,Mid-Market (500-5K)
"COORSTEK, INC.",840178380,CO,702.0,2024,"COORSTEK, INC. RETIREMENT PLAN",Y,Mid-Market (500-5K)
"E.T. WHITEHALL SANTA MONICA PARTNERS, L.P.",954398775,CA,702.0,2024,ETC HOTELS 401(K) PLAN,Y,Mid-Market (500-5K)
"DESHAZO, LLC",631169999,AL,702.0,2024,DESHAZO 401(K) PLAN,Y,Mid-Market (500-5K)
SIMPSON THACHER & BARTLETT LLP,135395280,NY,702.0,2024,RETIREMENT PLAN FOR NON LEGAL EMPLOYEES OF STB LLP,Y,Mid-Market (500-5K)
"DEL-AIR HEATING, AIR CONDITIONING & REFRIGERATION, INC.",592280231,FL,702.0,2024,DEL-AIR 401(K) RETIREMENT PLAN,Y,Mid-Market (500-5K)
"SUN HEALTH EMPLOYEE SERVICES, LLC.",843319318,AZ,702.0,2024,SUN HEALTH EMPLOYEE SERVICES 401(K) PLAN,Y,Mid-Market (500-5K)
MASTER CONCESSIONAIR LLC,10836427,FL,702.0,2024,"MASTER CONCESSIONAIR, LLC 401K PLAN",Y,Mid-Market (500-5K)
CHRISTIE'S INC.,132869902,NY,702.0,2024,CHRISTIE'S INC. PENSION PLAN,Y,Mid-Market (500-5K)
"YOUNG'S MARKET COMPANY, LLC",330780329,GA,702.0,2024,"RETIREMENT INCOME PLAN FOR NONBARGAINING UNIT EMPLOYEES OF YOUNG'S MARKET COMPANY, LLC",Y,Mid-Market (500-5K)
"STEEL KING INDUSTRIES, INC.",391137786,WI,702.0,2024,STEEL KING INDUSTRIES INC. EMPLOYEES SAVINGS PLAN,Y,Mid-Market (500-5K)
KENNECOTT UTAH COPPER LLC,133108078,UT,702.0,2024,KENNECOTT UTAH COPPER LLC TERMINATION AND DEATH BENEFIT PLAN,Y,Mid-Market (500-5K)
"MERIPLEX COMMUNICATIONS, LTD",611904644,TX,702.0,2024,MERIPLEX 401(K) PLAN,Y,Mid-Market (500-5K)
FRES-CO SYSTEM USA INC.,232056204,PA,702.0,2024,"FRES-CO SYSTEM USA, INC. RETIREMENT SAVINGS PLAN",Y,Mid-Market (500-5K)
THOMAS MANAGEMENT CORPORATION,820410020,ID,701.0,2024,THOMAS MANAGEMENT CORPORATION FLEXIBLE BENEFIT PLAN,Y,Mid-Market (500-5K)
BAC LOCAL #5 NEW YORK PENSION PLAN,146016608,NY,701.0,2024,BAC LOCAL #5 NEW YORK PENSION PLAN,Y,Mid-Market (500-5K)
"HOP ENERGY, LLC",61434797,NY,701.0,2024,"HOP ENERGY, LLC 401(K) PLAN",Y,Mid-Market (500-5K)
E.J. DEL MONTE CORPORATION,160802314,NY,701.0,2024,DELMONTE HOTEL GROUP 401(K) PLAN,Y,Mid-Market (500-5K)
"ON 24, INC",943292599,CA,701.0,2024,"ON 24, INC 401(K) PLAN",Y,Mid-Market (500-5K)
HANTZ GROUP INC.,383439679,MI,701.0,2024,HANTZ GROUP RETIREMENT SAVINGS PLAN,Y,Mid-Market (500-5K)
MUNICIPAL EMPLOYEE VEBA TRUST,611751693,IL,701.0,2024,MUNICIPAL EMPLOYEE VEBA TRUST,Y,Mid-Market (500-5K)
"UNITED STATES INFORMATION SYSTEMS, INC.",133479936,NY,701.0,2024,US INFORMATION SYSTEMS 401(K) PLAN,Y,Mid-Market (500-5K)
WPG REAL ESTATE ASSOCIATES LLC,872963007,OH,701.0,2024,THE WASHINGTON PRIME GROUP RETIREMENT SAVINGS PLAN,Y,Mid-Market (500-5K)
"GRAYBACK FORESTRY, INC.",930730231,OR,700.0,2024,"GRAYBACK FORESTRY, INC. RETIREMENT SAVINGS PLAN",Y,Mid-Market (500-5K)
FRANKLIN CORPORATION,640478766,MS,700.0,2024,FRANKLIN CORPORATION 401(K) PLAN,Y,Mid-Market (500-5K)
"VALKYRIE ENTERPRISES, INC.",61818880,VA,700.0,2024,"VALKYRIE ENTERPRISES, INC. EMPLOYEE STOCK OWNERSHIP PLAN",Y,Mid-Market (500-5K)
TOLEDO BLADE COMPANY BLADE PENSION TRUST,346074138,OH,700.0,2024,THE TOLEDO NEWSPAPER UNIONS BLADE PENSION PLAN,Y,Mid-Market (500-5K)
"GEM PLUMBING AND HEATING CO., INC.",50400832,RI,700.0,2024,"GEM PLUMBING AND HEATING CO., INC. PREVAILING WAGE PLAN",Y,Mid-Market (500-5K)
"INTREPID POTASH, INC.",261501877,CO,700.0,2024,"INTREPID POTASH, INC. EMPLOYEE SAVINGS PLAN",Y,Mid-Market (500-5K)
"NUCLEAR FUEL SERVICES, INC.",520788632,TN,700.0,2024,"NUCLEAR FUEL SERVICES, INC. SAVINGS PLAN FOR HOURLY EMPLOYEES",Y,Mid-Market (500-5K)
"ADVANCED TESTING LABORATORY, INC.",311217849,OH,700.0,2024,"ADVANCED TESTING LABORATORY, INC. 401(K) PLAN",Y,Mid-Market (500-5K)
"PACIFIC CATARACT AND LASER INSTITUTE, INC., PC",911394965,WA,700.0,2024,"PACIFIC CATARACT AND LASER INSTITUTE, INC. PC 401(K) PLAN",Y,Mid-Market (500-5K)
"A.I. SOLUTIONS, INC.",522005040,MD,700.0,2024,"A.I. SOLUTIONS, INC. 401(K) PLAN",Y,Mid-Market (500-5K)
TRUSTEES OF IBEW LU 363 SUPPLEMENT UNEMPLOYMENT BENEFIT FUND,20546331,NY,700.0,2024,IBEW LU 363 SUPPLEMENT UNEMPLOYMENT BENEFIT FUND,Y,Mid-Market (500-5K)
"RIGHTWORKS, LLC",205332205,NH,700.0,2024,"RIGHTWORKS, LLC 401(K) PLAN",Y,Mid-Market (500-5K)
"FARO TECHNOLOGIES, INC.",593157093,FL,700.0,2024,FARO 401(K) PLAN,Y,Mid-Market (500-5K)
DESERT FINANCIAL CREDIT UNION,860096740,AZ,699.0,2024,DESERT FINANCIAL CREDIT UNION RETIREMENT PLAN,Y,Mid-Market (500-5K)
NATIONAL FROZEN FOODS CORPORATION,910332400,WA,699.0,2024,NATIONAL FROZEN FOODS CORPORATION HOURLY 401(K) PLAN AND TRUST,Y,Mid-Market (500-5K)
"SMITH SECKMAN REID, INC.",620791037,TN,699.0,2024,"SMITH SECKMAN REID, INC. EMPLOYEE SAVINGS AND PROFIT SHARING PLAN TRUST",Y,Mid-Market (500-5K)
ARGUS MANAGEMENT COMPANY LLC,954518318,CA,699.0,2024,PROHEALTH PARTNERS/ARGUS MEDICAL MANAGEMENT 401(K) RETIREMENT SAVINGS PLAN,Y,Mid-Market (500-5K)
"INTEGRIS, LLC",863175244,NJ,699.0,2024,"INTEGRIS, LLC 401(K) PLAN",Y,Mid-Market (500-5K)
RESCAR COMPANIES,364253488,IL,699.0,2024,RESCAR COMPANIES PROFIT SHARING AND 401(K) PLAN AND TRUST,Y,Mid-Market (500-5K)
WEST COAST PAPER COMPANY,910496429,WA,699.0,2024,THE PROFIT SHARING PLAN AND TRUST OF WEST COAST PAPER COMPANY,Y,Mid-Market (500-5K)
"ALK-ABELLO, INC.",363285439,TX,699.0,2024,ALK 401(K) PLAN,Y,Mid-Market (500-5K)
"JSP INTERNATIONAL GROUP, LTD.",133308754,PA,699.0,2024,"JSP INTERNATIONAL GROUP, LTD. AND AFFILIATES 401(K) SALARY SAVINGS PLAN",Y,Mid-Market (500-5K)
"DAILY NEWS, L.P.",133690542,NJ,699.0,2024,DAILY NEWS RETIREMENT PLAN,Y,Mid-Market (500-5K)
"SANDY SANSING CHEVROLET, INC.",591058938,FL,699.0,2024,SANDY SANSING AUTOMOTIVE 401(K) PLAN,Y,Mid-Market (500-5K)
"TRAVELOPIA USA, INC.",371482833,FL,699.0,2024,"TRAVELOPIA USA, INC. 401(K) PLAN",Y,Mid-Market (500-5K)
"RITZ-CRAFT CORPORATION OF PENNSYLVANIA, INC.",231984836,PA,699.0,2024,RITZ-CRAFT CORPORATION PROFIT SHARING RETIREMENT PLAN,Y,Mid-Market (500-5K)
"B & R STORES, INC.",470531640,NE,698.0,2024,B & R STORES GROUP HEALTH PLAN,Y,Mid-Market (500-5K)
BARTELL HOTELS,956449464,CA,698.0,2024,BARTELL HOTELS 401(K) PLAN,Y,Mid-Market (500-5K)
MAJESCO,770309142,NJ,698.0,2024,MAJESCO 401(K) PLAN,Y,Mid-Market (500-5K)
"POLYMER ENTERPRISES, INC.",250650190,PA,698.0,2024,"POLYMER ENTERPRISES, INC. RETIREMENT SAVINGS PLAN",Y,Mid-Market (500-5K)
"KOHN PEDERSEN FOX ASSOCIATES, P.C.",132862504,NY,698.0,2024,"KOHN PEDERSEN FOX ASSOCIATES, P. C. 401K EMPLOYEE SAVINGS AND PROFIT SHARING PLAN",Y,Mid-Market (500-5K)
HARMONIC INC.,770201147,CA,698.0,2024,HARMONIC INC. 401(K) PLAN,Y,Mid-Market (500-5K)
"BG PRODUCTS, INC. HOLDING COMPANY",480780788,KS,698.0,2024,"BG PRODUCTS, INC. HOLDING COMPANY 401(K) PLAN",Y,Mid-Market (500-5K)
"VISCOFAN USA, INC.",631196441,IL,698.0,2024,"VISCOFAN USA, INC. RETIREMENT SAVINGS PLAN",Y,Mid-Market (500-5K)
CROTON HOLDING COMPANY,461362966,PA,698.0,2024,CROTON HOLDING COMPANY 401(K) RETIREMENT PLAN,Y,Mid-Market (500-5K)
BYK USA INC.,131978006,CT,698.0,2024,SAVINGS PLAN OF BYK USA,Y,Mid-Market (500-5K)
"GOELLNER, INC.",364348436,IL,698.0,2024,"GOELLNER, INC. RETIREMENT SAVINGS PLAN",Y,Mid-Market (500-5K)
"COLOR HEALTH, INC.",463353585,CA,698.0,2024,COLOR 401(K) PLAN,Y,Mid-Market (500-5K)
MOUNTAINEER GAS COMPANY,550521087,WV,698.0,2024,MOUNTAINEER GAS COMPANY EMPLOYEES' DEFINED BENEFIT PENSION PLAN,Y,Mid-Market (500-5K)
AB MAURI FOOD INC.,222723920,MO,698.0,2024,AB MAURI FOOD INC. SAVINGS PLAN,Y,Mid-Market (500-5K)
"MIAMI VALLEY CHILD DEVELOPMENT CENTERS, INC.",310713127,OH,698.0,2024,"MIAMI VALLEY CHILD DEVELOPMENT CENTERS, INC. 401(K) PLAN",Y,Mid-Market (500-5K)
ASSOCIATED BRIGHAM CONTRACTORS INC,870253167,UT,697.0,2024,ASSOCIATED BRIGHAM CONTRACTORS INC. 401(K) PLAN,Y,Mid-Market (500-5K)
